#{"t_start": 1747792596.386986, "env_id": "None"}
r,l,t
62.148388,1,3164.49648
63.104769,1,3165.636281
63.140712,1,3167.030443
62.846363,1,3168.332774
62.22503,1,3169.575239
62.275434,1,3170.798357
62.96044,1,3172.040271
62.322754,1,3173.12107
62.823392,1,3174.626042
62.108522,1,3175.97652
62.908202,1,3177.17275
61.643486,1,3178.577936
62.242847,1,3179.824846
62.673777,1,3181.305342
61.712852,1,3182.52444
62.374941,1,3183.734922
62.397969,1,3185.075035
61.742397,1,3186.397653
62.79564,1,3187.542612
61.107872,1,3188.960943
62.613988,1,3190.069814
63.406204,1,3191.503396
61.700256,1,3192.712627
61.660223,1,3194.002849
62.399637,1,3195.025761
62.612612,1,3196.169506
62.468182,1,3197.456963
62.110757,1,3198.853808
62.270251,1,3199.980292
62.316728,1,3201.454564
62.399969,1,3202.682869
63.01499,1,3203.847975
62.169437,1,3205.146709
61.795035,1,3206.48987
62.549026,1,3207.605961
62.533903,1,3208.977333
61.807564,1,3210.150666
63.100866,1,3211.509579
62.551377,1,3212.634613
62.455879,1,3213.908973
62.896347,1,3215.158769
62.147845,1,3216.339326
63.345968,1,3217.504176
61.768399,1,3218.88176
61.960844,1,3220.017728
61.713071,1,3221.323543
62.130049,1,3222.483087
63.256563,1,3223.87085
61.532485,1,3224.986604
62.674112,1,3226.061277
62.072687,1,3227.298558
62.06658,1,3228.624673
62.932901,1,3229.818772
63.351111,1,3231.104846
61.998516,1,3232.350423
62.261696,1,3233.532794
62.460785,1,3234.831856
63.635527,1,3236.195263
62.909931,1,3237.323009
62.702217,1,3238.7025
62.371839,1,3239.952761
62.812016,1,3241.289605
62.820349,1,3242.429439
61.409304,1,3243.643358
61.806742,1,3244.904705
62.761885,1,3246.15328
61.896433,1,3247.234939
62.307383,1,3248.534911
62.169486,1,3249.753671
62.207432,1,3251.058293
62.481229,1,3252.189078
62.107907,1,3253.402241
62.899931,1,3254.607011
63.04174,1,3255.851754
62.152119,1,3257.119055
62.441105,1,3258.468735
62.215638,1,3259.642166
62.55783,1,3260.93662
62.447527,1,3262.026193
62.627569,1,3263.089697
62.961757,1,3264.469928
62.763004,1,3265.800441
62.298847,1,3266.920401
61.848658,1,3268.183243
62.356707,1,3269.34482
61.552374,1,3270.917001
63.375712,1,3272.109905
62.724178,1,3273.180107
62.10019,1,3274.553094
63.408999,1,3275.770937
62.752798,1,3276.945996
62.480401,1,3278.229495
61.376156,1,3279.437581
62.639317,1,3280.810585
63.050827,1,3282.073809
61.900576,1,3283.588054
62.855716,1,3284.721435
63.050135,1,3285.848101
62.114605,1,3287.190125
62.666775,1,3288.577809
62.696716,1,3289.663127
63.245226,1,3290.937338
62.503374,1,3292.123678
63.317554,1,3293.29974
61.874078,1,3294.539421
61.91247,1,3295.818428
61.21759,1,3296.894893
62.603116,1,3298.198305
62.870355,1,3299.352005
62.134613,1,3300.665421
62.794629,1,3301.773329
62.041242,1,3302.982363
62.344677,1,3304.353408
61.946148,1,3305.618627
61.719307,1,3306.799352
62.364584,1,3308.220629
62.107525,1,3309.368362
62.348373,1,3310.782449
62.986927,1,3312.000401
63.550075,1,3313.338877
63.091425,1,3314.526718
63.329442,1,3315.626324
61.844614,1,3316.921143
61.966883,1,3318.19596
62.368523,1,3319.309324
62.510478,1,3320.579342
62.29192,1,3321.777733
62.160622,1,3323.016391
62.372626,1,3324.387451
61.607531,1,3325.689411
63.465683,1,3326.822569
62.909503,1,3328.200963
62.64774,1,3329.479905
62.821205,1,3330.886941
62.654718,1,3332.05461
63.693796,1,3333.132668
62.506054,1,3334.447875
62.909273,1,3335.83797
63.076519,1,3336.943893
62.612884,1,3338.264431
62.396389,1,3339.35936
63.054391,1,3340.700901
62.977917,1,3341.834905
61.990127,1,3343.176982
62.115683,1,3344.228436
63.159427,1,3345.394538
63.387506,1,3346.757756
62.361384,1,3347.925871
62.855867,1,3349.117452
62.794574,1,3350.414336
62.997268,1,3351.551502
62.87988,1,3352.783233
62.013168,1,3354.061228
62.135463,1,3355.374194
62.861917,1,3356.466965
62.0573,1,3357.72522
61.151139,1,3358.961096
62.90131,1,3360.272988
62.705669,1,3361.366624
62.562931,1,3362.468583
62.726516,1,3363.818462
62.060388,1,3365.156001
62.063907,1,3366.260138
62.761427,1,3367.590806
62.527699,1,3368.738493
62.748696,1,3370.004238
62.121544,1,3371.357712
62.958446,1,3372.817874
62.904896,1,3373.954707
61.865682,1,3375.205436
62.373373,1,3376.639449
61.989167,1,3378.045456
63.011997,1,3379.175175
62.422863,1,3380.54035
62.60342,1,3381.58885
63.009179,1,3382.800968
62.903794,1,3384.083379
62.447508,1,3385.428308
63.218451,1,3386.566837
62.672004,1,3387.806329
62.807768,1,3389.006463
62.06793,1,3390.328255
62.725404,1,3391.428105
62.887726,1,3392.65723
61.880631,1,3394.000945
63.317435,1,3395.342768
61.401329,1,3396.519395
62.122272,1,3397.789965
62.196192,1,3398.937826
62.281342,1,3400.274027
62.007034,1,3401.399461
62.178595,1,3402.733449
62.753431,1,3403.785832
63.073903,1,3404.972018
61.925354,1,3406.23109
62.820911,1,3407.620824
62.046154,1,3408.822966
62.430529,1,3410.246986
61.923346,1,3411.388598
62.844694,1,3412.548293
63.009804,1,3413.833857
61.733911,1,3415.176458
62.335295,1,3416.28457
62.776869,1,3417.593007
62.339799,1,3418.820124
62.876405,1,3420.145306
62.25639,1,3421.264738
62.517782,1,3422.462388
61.643896,1,3423.695099
62.507735,1,3425.055643
61.623204,1,3426.203932
62.043153,1,3427.54281
62.296753,1,3428.765562
64.295952,1,3430.142889
62.022081,1,3431.345383
62.973074,1,3432.775457
62.665174,1,3433.89814
62.996189,1,3435.106481
62.483124,1,3436.468304
61.297901,1,3437.761168
62.179062,1,3438.916547
62.296026,1,3440.177568
62.017282,1,3441.240981
62.763451,1,3442.47805
62.014314,1,3443.80745
62.052279,1,3445.083167
61.438734,1,3446.146494
62.650128,1,3447.508429
62.681648,1,3448.656928
62.274082,1,3450.019911
62.407511,1,3451.206267
63.059867,1,3452.422906
62.572082,1,3453.730108
62.979712,1,3455.08037
62.218873,1,3456.101197
62.154075,1,3457.382657
62.239089,1,3458.483762
62.047503,1,3459.882212
62.527855,1,3461.067519
62.306585,1,3462.397816
62.503837,1,3463.518823
61.557075,1,3464.672214
62.450253,1,3466.051276
62.433965,1,3467.369729
62.327556,1,3468.479148
61.533982,1,3469.852854
62.325405,1,3470.926333
62.377914,1,3472.428003
62.158905,1,3473.655767
62.249004,1,3475.05902
62.773623,1,3476.222352
61.884044,1,3477.498949
63.171363,1,3478.669715
62.488771,1,3480.039454
62.696528,1,3481.188125
61.187611,1,3482.377783
62.715785,1,3483.666986
63.337629,1,3484.940054
62.353342,1,3486.19856
61.767977,1,3487.516819
62.835139,1,3488.619218
62.471494,1,3490.012404
62.442206,1,3491.236382
61.886591,1,3492.529652
60.835708,1,3493.644721
62.349153,1,3494.805888
62.161406,1,3496.231371
62.57487,1,3497.543349
61.942079,1,3498.764699
61.875508,1,3500.015226
62.89852,1,3501.139843
61.998931,1,3502.394359
62.626071,1,3503.575036
62.052503,1,3504.989006
63.463469,1,3506.255595
61.791159,1,3507.483592
62.493992,1,3508.64495
62.129315,1,3510.001481
62.480102,1,3511.177171
62.370187,1,3512.292741
62.199128,1,3513.523101
62.018054,1,3514.873278
62.792774,1,3515.926015
62.099168,1,3517.182246
62.73692,1,3518.386726
62.67523,1,3519.643749
62.606704,1,3520.774903
62.692818,1,3522.210688
61.620006,1,3523.277846
61.384445,1,3524.474914
62.883876,1,3525.695384
61.435593,1,3527.069359
62.226326,1,3528.430271
62.84985,1,3529.72759
62.170105,1,3530.865768
62.464264,1,3532.008064
61.783681,1,3533.293866
62.416667,1,3534.633549
62.951351,1,3535.766124
62.717986,1,3537.009774
62.222499,1,3538.208782
62.379568,1,3539.700717
62.723597,1,3540.861677
62.195994,1,3541.92261
62.402337,1,3543.278118
61.946698,1,3544.619724
62.927569,1,3545.784559
62.133235,1,3547.011045
61.719755,1,3548.119959
63.224832,1,3549.358744
62.670373,1,3550.52061
61.896895,1,3551.867566
61.747776,1,3553.001117
62.487939,1,3554.151457
62.306044,1,3555.460443
63.192238,1,3556.817029
63.019826,1,3557.977931
62.871917,1,3559.276524
61.914539,1,3560.459644
62.703585,1,3561.610897
62.488313,1,3562.943149
61.698432,1,3564.346154
61.70032,1,3565.462001
62.470984,1,3566.773938
62.894544,1,3567.958106
62.013138,1,3569.229347
62.970203,1,3570.353207
61.690793,1,3571.484166
62.074747,1,3572.940841
62.182182,1,3574.279525
62.646421,1,3575.462952
62.399673,1,3576.750186
61.14867,1,3577.893383
62.819233,1,3579.209122
62.347677,1,3580.40486
63.267458,1,3581.717633
62.545158,1,3582.917558
62.315349,1,3584.079943
62.259558,1,3585.408503
62.477335,1,3586.675271
63.039395,1,3587.842407
61.255419,1,3588.98886
63.057243,1,3590.125374
62.745191,1,3591.298344
62.442642,1,3592.671306
62.750153,1,3594.054226
63.928671,1,3595.150697
62.792818,1,3596.447129
63.048578,1,3597.552121
62.01417,1,3598.902497
62.121756,1,3600.0863
62.129672,1,3601.323594
62.225221,1,3602.643789
